1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/300/files/original/Rockford.zip,2016-08-02T14:46:45.000Z,192545
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/301/files/original/Macon.zip,2016-08-05T16:48:30.000Z,190046
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/305/files/original/Hammond.zip,2016-08-15T20:03:23.000Z,189392
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/307/files/original/Topeka.zip,2016-08-19T20:30:40.000Z,2812295
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/312/files/original/Chicago.zip,2016-08-29T18:43:06.000Z,2815177
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/313/files/original/San_Bernadino.zip,2016-08-29T19:19:18.000Z,505303
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/314/files/original/San_Bernardino.zip,2016-08-31T17:00:03.000Z,512950
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/315/files/original/York_County.zip,2016-09-02T15:38:58.000Z,197443
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/318/files/original/Waco.zip,2016-09-20T19:54:40.000Z,3607488
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/320/files/original/Claremore.zip,2016-12-02T16:31:55.000Z,183614
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/321/files/original/El_Paso.zip,2016-12-05T20:47:34.000Z,3596125
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/322/files/original/Greenville.zip,2016-12-05T20:54:37.000Z,3604279
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/323/files/original/Gunnison_Valley.zip,2016-12-05T21:12:12.000Z,3606667
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/324/files/original/Louisville.zip,2016-12-05T21:13:49.000Z,3602259
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/325/files/original/Rochester.zip,2016-12-05T21:15:13.000Z,3607354
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/326/files/original/Stamford.zip,2016-12-05T21:16:13.000Z,3606042
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/327/files/original/SFV.zip,2016-12-05T21:18:59.000Z,3606805
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/328/files/original/Robeson_County.zip,2017-01-05T20:01:50.000Z,2808241
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/329/files/original/1MC_Logos.zip,2017-01-10T16:09:54.000Z,8228967
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/330/files/original/Conway.zip,2017-01-13T18:31:02.000Z,3613370
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/331/files/original/Eau_Claire.zip,2017-01-13T18:34:58.000Z,3615849
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/332/files/original/Williston.zip,2017-01-13T18:44:41.000Z,3603872
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/44/files/original/1MC_Albuquerque.zip,2015-08-31T20:46:44.000Z,1104815
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/46/files/original/1MC_Anchorage_.zip,2015-08-31T21:13:57.000Z,1103159
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/47/files/original/1MC_Asheville.zip,2015-08-31T20:50:04.000Z,1119661
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/48/files/original/1MC_Bismarck.Mandan.zip,2015-08-31T20:51:11.000Z,1117093
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/49/files/original/1MC_Boulder.zip,2015-08-31T20:51:46.000Z,1099294
1mc,http://1mc.s3.amazonaws.com/,comfy/cms/files/50/files/original/1MC_Brookings.zip,2015-08-31T20:52:25.000Z,1099567
